Price,Close,High,Low,Open,Volume,SMA_10,SMA_30,EMA_10,MA20,Upper,Lower,RSI,EMA_12,EMA_26,MACD,Signal,Histograma
2024-12-12,5.329999923706055,5.538000106811523,5.21999979019165,5.300000190734863,33800,5.566000032424927,6.147666692733765,5.575350351555285,5.746500039100647,6.482707263647783,5.0102928145535115,36.55352467415081,5.621628466328083,6.066755686360311,-0.44512722003222827,-0.5048290271434795,0.05970180711125128
2024-12-13,5.079999923706055,5.25,5.079999923706055,5.179999828338623,11200,5.5440000057220455,6.0886666933695475,5.485286637400879,5.654500031471253,6.211247192541753,5.097752870400752,36.08247219965028,5.538300998232387,5.993662666904441,-0.45536166867205363,-0.49493555544919443,0.0395738867771408
2024-12-16,5.184999942779541,5.35699987411499,5.019999980926514,5.170000076293945,8200,5.495499992370606,6.036500024795532,5.430689056560635,5.596000027656555,6.084527406232036,5.107472649081075,35.91730680327295,5.48394698970118,5.93376172437667,-0.44981473467549016,-0.4859113912944536,0.03609665661896344
2024-12-17,5.239999771118164,5.320000171661377,4.849999904632568,5.179999828338623,18400,5.443499946594239,5.986833349863688,5.396018277389277,5.556500005722046,6.024599239033187,5.088400772410904,41.436449970019844,5.4464166483807155,5.882371950061225,-0.4359553016805098,-0.47592017337166487,0.03996487169115509
2024-12-18,4.789999961853027,5.414999961853027,4.78000020980835,5.340000152587891,20900,5.346499919891357,5.917833344141642,5.285833129109958,5.500999999046326,6.053264281494025,4.948735716598627,33.78377275394594,5.345429465837994,5.801455506490248,-0.4560260406522536,-0.47194134682778266,0.015915306175529054
2024-12-19,4.659999847412109,5.081999778747559,4.401000022888184,4.869999885559082,42600,5.246499919891358,5.840166680018107,5.172045259710349,5.443499994277954,6.091477496774823,4.795522491781085,35.046716685561904,5.239978755310935,5.716903235447423,-0.47692448013648736,-0.47293797348952366,-0.003986506646963706
2024-12-20,4.699999809265137,4.860000133514404,4.659999847412109,4.699999809265137,16800,5.154499912261963,5.75483333269755,5.086218814174856,5.386249995231628,6.085188242478144,4.687311747985112,23.204404606722505,5.156905071303889,5.641577055730217,-0.48467198442632764,-0.47528477567688443,-0.00938720874944321
2024-12-23,4.7210001945495605,4.900000095367432,4.710000038146973,4.710000038146973,11700,5.073599910736084,5.675866667429606,5.019815428788439,5.341300010681152,6.090749347167872,4.591850674194433,20.16082095980407,5.089842782572454,5.573386177124243,-0.48354339455178863,-0.4769364994518653,-0.006606895099923349
2024-12-24,4.860000133514404,4.860000133514404,4.739999771118164,4.75,5000,4.993599939346313,5.601866674423218,4.990758102374977,5.297800016403198,6.053225284991723,4.542374747814674,26.063822636833905,5.054482375025062,5.520542766486477,-0.466060391461415,-0.47476127785377525,0.008700886392360274
2024-12-26,5.420000076293945,5.420000076293945,4.748000144958496,4.75,18500,4.9985999584198,5.549200010299683,5.068802097632971,5.2913000106811525,6.039793623946646,4.542806397415659,44.87179800682,5.110715867527967,5.513095159805548,-0.4023792922775815,-0.4602848807385365,0.057905588460955004
2024-12-27,5.150000095367432,5.449999809265137,5.011000156402588,5.449999809265137,25000,4.980599975585937,5.491200017929077,5.083565369948326,5.273300004005432,6.016948003509651,4.529652004501213,40.856032427905255,5.116759594887884,5.486199229106428,-0.3694396342185442,-0.44211583143453803,0.07267619721599383
2024-12-30,4.599999904632568,5.110000133514404,4.599999904632568,5.110000133514404,29200,4.932599973678589,5.413866678873698,4.995644376254552,5.238299989700318,6.040261893620086,4.43633808578055,34.6534589581658,5.037258104079374,5.420554834700957,-0.3832967306215833,-0.4303520112719471,0.047055280650363795
2024-12-31,4.650000095367432,4.889999866485596,4.599999904632568,4.599999904632568,16000,4.879099988937378,5.357033348083496,4.932799961547802,5.187299990653992,6.003277358207913,4.371322623100071,32.88136179506705,4.977679948892922,5.363476705861437,-0.38579675696851545,-0.42144096041126083,0.03564420344274538
2025-01-02,5.699999809265137,5.75,4.699999809265137,4.78000020980835,49600,4.9250999927520756,5.346033334732056,5.072290842950954,5.184299969673157,5.991808952100765,4.376790987245549,54.447438279149985,5.088806081257879,5.3884043431506,-0.2995982618927213,-0.397072420707553,0.09747415881483168
2025-01-03,5.699999809265137,5.855000019073486,5.473999977111816,5.75,14000,5.016099977493286,5.339366658528646,5.186419745917169,5.181299948692322,5.980203358691643,4.382396538693001,55.040870270671995,5.182835885566688,5.411485488788713,-0.2286496032220251,-0.3633878572104474,0.13473825398842232
2025-01-06,5.539999961853027,5.980000019073486,5.53000020980835,5.710000038146973,15600,5.104099988937378,5.3303666591644285,5.250707057905506,5.175299954414368,5.960755066964246,4.389844841864489,56.42458167528081,5.237784204995356,5.42100507938607,-0.183220874390714,-0.32735446064650076,0.14413358625578676
2025-01-07,5.5,5.64300012588501,5.5,5.599999904632568,7100,5.184100008010864,5.318866666158041,5.296033047377232,5.169299960136414,5.942184622044749,4.396415298228078,54.48079757020597,5.2781250965345325,5.426856554987102,-0.14873145845256985,-0.2916298602077146,0.14289840175514473
2025-01-08,5.28000020980835,5.480000019073486,5.151000022888184,5.390999794006348,12900,5.240000009536743,5.307533343633016,5.2931179860010715,5.156799960136413,5.91302892895424,4.400570991318586,50.543484246686006,5.278413575499735,5.415978307196084,-0.1375647316963482,-0.2608168345054413,0.1232521028090931
2025-01-10,5.130000114440918,5.380000114440918,5.130000114440918,5.269999980926514,10800,5.267000007629394,5.28753334681193,5.263460191171953,5.130299973487854,5.848470723218922,4.412129223756786,55.02958788574079,5.2555807353368404,5.394794737362368,-0.13921400202552725,-0.2364962680094585,0.09728226598393125
2025-01-13,5.090000152587891,5.309999942779541,4.989999771118164,5.130000114440918,8900,5.234000015258789,5.272200012207032,5.231922002338488,5.116299986839294,5.825658756967347,4.406941216711242,56.53495912099634,5.23010679952931,5.372217360712407,-0.14211056118309706,-0.21761912664418623,0.07550856546108917
2025-01-14,4.769999980926514,5.099999904632568,4.699999809265137,5.099999904632568,7600,5.196000003814698,5.247533337275187,5.147936180263582,5.088299989700317,5.806298361180834,4.370301618219801,50.98039451394201,5.15932113512888,5.327608665913451,-0.16828753078457126,-0.20775280747226327,0.03946527668769201
2025-01-15,4.820000171661377,4.849999904632568,4.710000038146973,4.849999904632568,2400,5.218000030517578,5.231533336639404,5.088311451426818,5.075300002098084,5.803276837992173,4.347323166203995,51.37538174133671,5.107117909980033,5.290008036709594,-0.18289012672956062,-0.20278027132372275,0.019890144594162135
2025-01-16,4.630000114440918,4.699999809265137,4.599999904632568,4.699999809265137,7400,5.216000032424927,5.196866671244304,5.004982117429381,5.047550010681152,5.799826621633243,4.295273399729061,46.849314889533815,5.033715172204785,5.2411185609859885,-0.2074033887812039,-0.203704894815219,-0.0036984939659849003
2025-01-17,5.129000186920166,5.459000110626221,4.630000114440918,4.630000114440918,72800,5.1589000701904295,5.175833336512247,5.027530857336796,5.042000031471252,5.789923704415424,4.2940763585270805,45.94594774136109,5.0483744052379205,5.232813496240372,-0.18443909100245115,-0.19985173405266543,0.01541264305021428
2025-01-21,5.760000228881836,5.800000190734863,5.099999904632568,5.519999980926514,88900,5.164900112152099,5.175833336512247,5.160707106708621,5.090500044822693,5.893399641364885,4.2876004482805,57.7215201181204,5.157855301183138,5.271864365324924,-0.11400906414178635,-0.18268320007048963,0.06867413592870328
2025-01-22,5.5,5.849999904632568,5.400000095367432,5.75,19100,5.160900115966797,5.1705000082651775,5.222396723670689,5.132500052452087,5.92843137064857,4.3365687342556045,62.295082180792406,5.210492947154963,5.288763301226782,-0.07827035407181882,-0.16180063087075547,0.08353027679893665
2025-01-23,5.5,5.574999809265137,5.25,5.574999809265137,17500,5.160900115966797,5.166500012079875,5.272870046639655,5.17250006198883,5.957243585151266,4.387756538826395,61.772851429302825,5.255032493746507,5.304410464098872,-0.04937797035236535,-0.13931609876707743,0.08993812841471208
2025-01-24,5.623000144958496,5.623000144958496,5.300000190734863,5.489999771118164,10600,5.195200109481812,5.169600009918213,5.336530064515808,5.2176000595092775,5.996745932666035,4.43845418635252,48.5650456931821,5.311642901625274,5.328009699718103,-0.016366798092828816,-0.11472623863222771,0.09835944053939889
2025-01-27,5.199999809265137,5.559999942779541,5.099999904632568,5.394999980926514,16800,5.202200078964234,5.1542666753133135,5.311706381742958,5.234600043296814,5.995517281777806,4.473682804815821,41.95106479272481,5.294467041262176,5.318527485610476,-0.024060444348299903,-0.09659307977544215,0.07253263542714225
2025-01-28,5.300000190734863,5.491000175476074,5.019999980926514,5.491000175476074,2500,5.223200082778931,5.151933352152507,5.309577983377849,5.22860004901886,5.985242280620697,4.471957817417024,46.06041270346191,5.295318295027204,5.317155093397467,-0.021836798370262755,-0.08164182349440628,0.05980502512414353
2025-01-29,5.09499979019165,5.25,5.002999782562256,5.25,6500,5.2557000637054445,5.144100014368693,5.270563766434904,5.225850033760071,5.984093195885507,4.467606871634635,43.69355382175627,5.264500063514042,5.300699145011851,-0.03619908149780926,-0.07255327509508688,0.03635419359727762
2025-01-30,4.929999828338623,5.119999885559082,4.769999980926514,5.090000152587891,12800,5.266700029373169,5.139100011189779,5.208643050417398,5.242350029945373,5.956319549235658,4.528380510655088,44.4550038860088,5.213038488871669,5.27323993636939,-0.06020144749772083,-0.07008290957561367,0.009881462077892839
2025-01-31,4.960000038146973,5.349999904632568,4.900000095367432,5.053999900817871,8100,5.299700021743774,5.131600014368693,5.163435230004593,5.25785002708435,5.929903021299133,4.585797032869568,47.20026423921754,5.174109496452485,5.250036980945508,-0.07592748449302267,-0.07125182455909547,-0.004675659933927198
2025-02-03,4.869999885559082,4.938000202178955,4.699999809265137,4.938000202178955,16300,5.273799991607666,5.119266684850057,5.110083349196318,5.216350030899048,5.875831268354202,4.556868793443894,46.43551361781608,5.1273234024688845,5.221886084990957,-0.09456268252207245,-0.07591399615169087,-0.018648686370381584
2025-02-04,4.949999809265137,4.988999843597412,4.800000190734863,4.800000190734863,2600,5.1927999496459964,5.124600013097127,5.0809772510270115,5.1788500308990475,5.807088833901272,4.550611227896823,53.1623277477302,5.1000428496683075,5.201746360863118,-0.10170351119481058,-0.08107189916031482,-0.02063161203449576
2025-02-05,5.099999904632568,5.110000133514404,4.800000190734863,5.0,11800,5.152799940109253,5.139266681671143,5.084435915318931,5.156850028038025,5.762239339378543,4.551460716697506,54.75219861273824,5.100036242739732,5.1942095863275215,-0.09417334358778984,-0.08369218804580983,-0.010481155541980008
2025-02-06,4.949999809265137,5.25,4.863999843597412,5.110000133514404,11200,5.097799921035767,5.147600015004476,5.059992986945513,5.129350018501282,5.718866704772666,4.539833332229898,55.50584084086055,5.076953714512871,5.176119973211789,-0.0991662586989186,-0.08678700217643158,-0.012379256522487017
2025-02-07,4.550000190734863,4.949999809265137,4.5,4.949999809265137,17300,4.9904999256134035,5.1419000148773195,4.967267023998121,5.092850017547607,5.731445990224118,4.454254044871097,39.686503953227515,4.995883941623947,5.12974073006535,-0.13385678844140347,-0.09620095942942596,-0.03765582901197752
2025-02-10,4.480000019073486,4.900000095367432,4.434999942779541,4.75,52800,4.918499946594238,5.1292333443959555,4.878673023102733,5.060350012779236,5.754711190181329,4.365988835377143,21.504914752154207,4.916517184308491,5.081611788510398,-0.16509460420190702,-0.10997968838392216,-0.05511491581798486
2025-02-11,4.554999828338623,4.610000133514404,4.239999771118164,4.539999961853027,24200,4.843999910354614,5.1004000027974445,4.81982335132744,5.033599996566773,5.763465344353096,4.303734648780449,27.0742461130624,4.8608991295438955,5.042603495164341,-0.18170436562044578,-0.12432462383122689,-0.0573797417892189
2025-02-12,4.610000133514404,4.6529998779296875,4.480000019073486,4.480000019073486,12500,4.79549994468689,5.082400004069011,4.781673675361433,5.025600004196167,5.77097354547672,4.280226462915613,28.96977336956631,4.822299284000897,5.0105588017087905,-0.18825951770789384,-0.1371116026065603,-0.05114791510133354
2025-02-13,4.579999923706055,4.639999866485596,4.485000133514404,4.639999866485596,10300,4.760499954223633,5.081733338038126,4.7450057205150005,5.013599991798401,5.7803321258841915,4.24686785771261,24.221469109793148,4.785022459340151,4.978665551486365,-0.193643092146214,-0.14841790051449105,-0.04522519163172295
2025-02-14,4.781000137329102,4.817999839782715,4.519999980926514,4.519999980926514,10400,4.742599964141846,5.086100006103516,4.751550159935746,5.02114999294281,5.774840570509196,4.2674594153764245,38.367592681336966,4.784403640569221,4.964023668956198,-0.1796200283869771,-0.15465832608898827,-0.02496170229798883
2025-02-18,4.815000057220459,5.0,4.699999809265137,4.699999809265137,16900,4.737099981307983,5.056600014368693,4.763086504896603,5.005449986457824,5.76275426229673,4.248145710618918,36.02305966562056,4.7891107815924885,4.952984882901699,-0.16387410130921065,-0.15650148113303275,-0.007372620176177902
2025-02-19,4.809999942779541,4.818999767303467,4.5,4.800000190734863,15200,4.723099994659424,5.026933352152507,4.771616220875319,4.95794997215271,5.630400481154628,4.285499463150791,40.716622192952755,4.792324498698189,4.942393405855613,-0.15006890715742394,-0.155214966337911,0.00514605918048705
2025-02-20,4.840000152587891,4.840000152587891,4.39300012588501,4.572000026702881,24000,4.697100019454956,5.003600025177002,4.784049663004877,4.924949979782104,5.548389497101338,4.30151046246287,46.78572827454901,4.79965921468122,4.934808720428375,-0.13514950574715545,-0.1512018742197599,0.01605236847260444
2025-02-21,4.510000228881836,4.690000057220459,4.510000228881836,4.690000057220459,11100,4.653100061416626,4.970600032806397,4.7342224931643235,4.875449991226196,5.462809962178516,4.288090020273875,36.76471743203672,4.755096293789007,4.903341424758261,-0.1482451309692534,-0.1506105255696586,0.0023653946004051907
2025-02-24,4.5,4.690000057220459,4.320000171661377,4.519999980926514,35600,4.64810004234314,4.944600025812785,4.691636585316265,4.819299983978271,5.313004720116232,4.325595247840311,38.58025636165194,4.7158507101291605,4.8734642821835745,-0.15761357205441406,-0.1520111348666097,-0.005602437187804371
2025-02-25,4.630000114440918,4.659999847412109,4.329999923706055,4.5,70100,4.663100051879883,4.9279333591461185,4.680429954248019,4.790799999237061,5.257014957978407,4.324585040495715,40.419176722594585,4.702642926177123,4.855429899387822,-0.15278697321069856,-0.15216630253542748,-0.0006206706752710789
2025-02-26,4.440000057220459,4.480000019073486,4.329999923706055,4.429999828338623,6100,4.651600074768067,4.906266689300537,4.636715427515735,4.74779999256134,5.173114388879277,4.3224855962434034,30.701770040812775,4.6622363309530215,4.824657318486536,-0.16242098753351453,-0.1542172395350449,-0.008203747998469624
2025-02-27,4.199999809265137,4.480000019073486,4.190000057220459,4.394999980926514,27200,4.6106000423431395,4.887266683578491,4.557312587833808,4.703049993515014,5.161588791207615,4.2445111958224135,29.166679912134867,4.591123019924116,4.778386391877543,-0.1872633719534269,-0.1608264660187213,-0.0264369059347056
2025-02-28,4.380000114440918,4.445000171661377,4.295000076293945,4.300000190734863,17400,4.590600061416626,4.872600015004476,4.5250739563078275,4.67555000782013,5.14266989557092,4.208430120069339,44.62025698475088,4.5586425729267015,4.748876297252608,-0.1902337243259069,-0.16670791768015844,-0.023525806645748465
2025-03-03,4.010000228881836,4.460000038146973,3.8399999141693115,4.460000038146973,21300,4.513500070571899,4.851933352152506,4.43142418768492,4.628050017356872,5.16182986688882,4.0942701678249245,37.500015852286126,4.474236058458261,4.694144736632552,-0.21990867817429116,-0.177348069778985,-0.04256060839530615
2025-03-04,4.070000171661377,4.190000057220459,4.01200008392334,4.189000129699707,4200,4.439000082015991,4.816633351643881,4.365710730226094,4.588050031661988,5.1637426253146534,4.012357438009322,36.997339941378485,4.412045922027971,4.647911805893947,-0.2358658838659755,-0.1890516325963831,-0.046814251269592405
2025-03-05,4.329999923706055,4.364999771118164,4.25,4.25,3400,4.391000080108642,4.7689666748046875,4.359217856313359,4.557050037384033,5.11724108470919,3.9968589900588762,43.23671358480683,4.399423460747677,4.624362777583733,-0.22493931683605606,-0.19622916944431773,-0.028710147391738328
2025-03-06,4.139999866485596,4.380000114440918,4.139999866485596,4.380000114440918,3800,4.321000051498413,4.723633337020874,4.319360039981039,4.509050035476685,5.036940141301067,3.9811599296523026,40.13453216842565,4.3595121385535105,4.588484043428315,-0.2289719048748049,-0.20277771653041515,-0.026194188344389746
2025-03-07,4.059999942779541,4.269999980926514,4.039999961853027,4.139999866485596,2800,4.276000022888184,4.675633335113526,4.272203658671675,4.464550042152405,4.985940313761237,3.943159770543573,32.906591723294355,4.313433339203669,4.549337073009887,-0.23590373380621887,-0.20940291998557592,-0.026500813820642954
2025-03-10,4.039999961853027,4.239999771118164,4.039999961853027,4.210000038146973,5300,4.230000019073486,4.622866662343343,4.229984804704648,4.439050030708313,4.991787363192081,3.8863126982245446,31.503584243667106,4.271366665765108,4.511608398109379,-0.2402417323442707,-0.2155706824573149,-0.024671049886955815
2025-03-11,4.010000228881836,4.159999847412109,3.759999990463257,4.0,41400,4.168000030517578,4.5832000096639,4.1899876091005,4.41555004119873,5.000011105533758,3.8310889768637018,31.13208544470568,4.231156444706143,4.474452237425858,-0.24329579271971458,-0.22111570450979484,-0.022180088209919735
2025-03-12,4.050000190734863,4.210000038146973,3.9049999713897705,3.9049999713897705,7400,4.129000043869018,4.541533342997233,4.1645353512158385,4.390300059318543,4.992751929076235,3.787848189560851,31.455400952868345,4.203286251787485,4.443011345078377,-0.23972509329089142,-0.2248375822660142,-0.014887511024877231
2025-03-13,3.9700000286102295,4.139999866485596,3.9600000381469727,4.139999866485596,5000,4.106000065803528,4.504033350944519,4.129165292560273,4.358300054073334,4.979319284138662,3.737280824008006,35.638295241533825,4.167396063606369,4.40797346978444,-0.24057740617807077,-0.22798554704842552,-0.01259185912964525
2025-03-14,4.050000190734863,4.230000019073486,3.984999895095825,3.984999895095825,15400,4.073000073432922,4.474700029691061,4.114771637682926,4.3318000674247745,4.958195131467102,3.7054050033824475,38.46154504508801,4.149335160087675,4.381456930595582,-0.2321217705079066,-0.22881279174032176,-0.003308978767584847
2025-03-17,4.079999923706055,4.329999923706055,4.021999835968018,4.329999923706055,2800,4.080000042915344,4.44536669254303,4.108449507868949,4.296750056743622,4.8951362604648505,3.698363853022393,35.13512921385529,4.138668200644349,4.359126781937098,-0.22045858129274887,-0.2271419496508072,0.006683368358058328
2025-03-18,4.289999961853027,4.289999961853027,4.070000171661377,4.159999847412109,18500,4.10200002193451,4.426033361752828,4.141458681320599,4.27050005197525,4.81697102247569,3.72402908147481,45.98930201745479,4.1619500100610685,4.354006276745686,-0.1920562666846175,-0.22012481305756926,0.028068546372951753
2025-03-19,4.230000019073486,4.369999885559082,4.199999809265137,4.369999885559082,2600,4.092000031471253,4.40203336874644,4.157557106366578,4.241500055789947,4.725399806719455,3.7576003048604387,50.88758039222546,4.172419242216825,4.344820628029226,-0.1724013858124014,-0.2105801276085357,0.03817874179613431
2025-03-20,4.139999866485596,4.159999847412109,4.050000190734863,4.156000137329102,3900,4.092000031471253,4.370033367474874,4.154364880933672,4.206500041484833,4.601163123658209,3.811836959311457,42.499989569183434,4.167431645950482,4.329648719766736,-0.1622170738162536,-0.2009075168500793,0.03869044303382568
2025-03-21,6.099999904632568,7.300000190734863,4.144999980926514,4.144999980926514,10710900,4.2960000276565555,4.408366703987122,4.50811670342438,4.28600002527237,5.215819410630442,3.356180639914297,82.75861991648921,4.46474983959388,4.460785844571612,0.003963995022267852,-0.15993321447560988,0.16389720949787773
2025-03-24,6.699999809265137,7.099999904632568,6.179999828338623,6.710000038146973,2406600,4.562000012397766,4.48003335793813,4.906640904486336,4.396000015735626,5.821059824968893,2.9709402065023593,85.25469115777611,4.808634450312535,4.626653545660021,0.18198090465251404,-0.0915503906499851,0.27353129530249914
2025-03-25,4.900000095367432,6.619999885559082,4.0,6.599999904632568,626200,4.650999999046325,4.494033360481263,4.905433484646535,4.409500014781952,5.848936561642274,2.97006346792163,55.40797177702839,4.822690703397904,4.646901438230941,0.17578926516696303,-0.03808245948659548,0.2138717246535585
2025-03-26,3.940000057220459,4.489999771118164,3.9100000858306885,4.329999923706055,201800,4.639999985694885,4.473533368110656,4.72990013420543,4.384500014781952,5.8389952918011545,2.930004737762749,48.34437229869555,4.686892142447528,4.594538372970905,0.092353769476623,-0.011995213693951786,0.10434898317057478
2025-03-27,3.430000066757202,4.03000020980835,3.3399999141693115,3.9100000858306885,85100,4.585999989509583,4.434200032552083,4.493554667396661,4.346000027656555,5.8605802732350165,2.831419782078094,45.13137620040723,4.493524130802863,4.5082762762143345,-0.014752145411471851,-0.0125466000374558,-0.0022055453740160505
2025-03-28,3.4200000762939453,3.5299999713897705,3.0,3.299999952316284,65900,4.52299997806549,4.3955333709716795,4.298362923559804,4.298000025749206,5.867882231975187,2.7281178195232254,45.201238949980876,4.3283665839553365,4.42766322436838,-0.09929664041304331,-0.029896608112573306,-0.06940003230047001
2025-03-31,3.0999999046325684,3.390000104904175,3.0999999046325684,3.390000104904175,40100,4.4249999761581424,4.339500029881795,4.0804787383003065,4.252500009536743,5.90794547666138,2.5970545424121063,43.259256857412836,4.1393870948287566,4.3293177932768385,-0.18993069844808197,-0.061903426179675036,-0.12802727226840693
2025-04-01,2.819999933242798,3.259999990463257,2.7899999618530273,3.059999942779541,49500,4.277999973297119,4.273000025749207,3.8513007737443954,4.189999997615814,5.964556950323608,2.41544304490802,41.201714908341025,3.936404454584763,4.217516470311354,-0.28111201572659095,-0.10574514408905822,-0.17536687163753273
2025-04-02,3.2300000190734863,3.380000114440918,2.809999942779541,2.809999942779541,105800,4.177999973297119,4.220333361625672,3.738337000167866,4.135000002384186,5.958790086531012,2.3112099182373593,44.945355080017606,3.8277268491214897,4.144367103552994,-0.3166402544315039,-0.14792416615754736,-0.16871608827395654
